,Stock,close,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema50,ema21,ema15,ema5,normVol
2021-04-26,AAPL,134.72000122070312,64.61132759419311,2.275378589059244,2.169096212817176,92.2040653881005,333963654.1072217,2.7178546360560825,3.4799957275390625,57.65701095946922,3.3445846808360216,504369600.0,72.6454222657874,0.013663797892090985,0.7366627333308604,1.1214195699664247,1.0534115349106399,1.0438675822968972,1.0366046809572533,1.0148233915740532,0.8089593631904858
2021-04-27,AAPL,134.38999938964844,63.463299697818094,2.2298924192681966,2.1812631658300248,83.73751379495741,296385238.7569159,2.612140655517578,-0.0399932861328125,57.20108532156147,1.0451123230439379,438353800.0,71.47170211896739,0.013963705810568262,0.7380369970661125,1.1553191236348912,1.0486526641431824,1.0388243418716905,1.0314551498412439,1.0102551215605613,0.8260567203407768
2021-04-28,AAPL,133.5800018310547,60.61631363255355,2.108286601278536,2.166660448462353,67.82181957355948,244171512.15317202,2.5728552682059154,1.5500030517578125,49.05113932607155,1.7829901249223197,330593700.0,56.09394485166749,0.008653179949799526,0.7973350052211191,1.0524712944351131,1.0405694175528521,1.0306427383041274,1.0233341562191547,1.0034679200550023,1.2742603054339834
2021-04-29,AAPL,133.47999572753906,60.25689801605172,1.981401416734741,2.1295936060192076,44.25449944556595,160444319.95231134,2.6478565761021207,-1.0200042724609375,50.94086957672192,-0.7066852637070312,179492700.0,63.76709918521418,0.005901503425752465,0.819260901474797,1.0083629048756102,1.038170326137116,1.028134234050886,1.020881298409355,1.002262092035115,1.5793215286650126
2021-04-30,AAPL,131.4600067138672,53.37297482778214,1.7074315988369335,2.045133795807301,6.499989827473958,85012455.26582247,2.656427655901228,-2.6999969482421875,50.20185542785866,-0.4317140579411001,69653200.0,-3.8757148901332124,0.0011011981069172347,0.9131491911279896,0.9440713286064851,1.0215769036716864,1.0118634680262253,1.0050349371296616,0.9892253205694277,1.1203679298047051
2021-05-03,AAPL,132.5399932861328,56.25073151990344,1.555016681962826,1.9470849180944194,24.49976603190104,57506951.83532813,2.5985706874302457,-2.3000030517578125,49.54466629859914,-1.4572540623547863,144788300.0,10.705962348516332,-0.0008689738346623187,0.955744885389181,0.9367787672086096,1.028805498078407,1.0190381484491344,1.012318852652712,0.9977929837187841,0.7974685838133887
2021-05-04,AAPL,127.8499984741211,43.65127104815266,1.0621928268372471,1.7700697352278687,11.089685392630175,-14003747.039855838,2.777142116001674,-5.260002136230469,47.80885738190693,-4.703343034993079,7223600.0,-173.87102387563593,-0.010552671050936421,1.0066874957565406,0.8063271402046829,0.9926804063771639,0.9838968959517455,0.9781501541962804,0.9685472615551891,1.3560025312340285
2021-05-05,AAPL,128.10000610351562,44.36663115278253,0.6833342442660069,1.552686518053236,13.500556937886344,-89197755.12518215,2.750713348388672,-5.399993896484375,47.4521784154729,-4.9985096539794505,91224500.0,-185.5755312002732,-0.011386539692906148,1.0724491593101726,0.8247209901138783,0.9948165556946408,0.9865805272274758,0.9814623299743757,0.9752496883254119,0.8524690208079881
2021-05-06,AAPL,129.74000549316406,48.9454179784993,0.5042351667328262,1.3429683714659872,29.315385758575886,-11665526.12506859,2.8385707310267856,-2.1999969482421875,53.67205151619874,-2.531736985752388,169352800.0,-174.7641224653076,-0.012827592135909801,1.0795171632621716,0.8180675011518967,1.0072800362727503,0.999253643537258,0.9944502138720573,0.9897598749106535,0.8212415933161041
2021-05-07,AAPL,130.2100067138672,50.21014247858817,0.394272575622864,1.153209033623417,33.847697720306826,-25861954.031527005,2.813570295061384,-4.1100006103515625,53.018393226735085,-2.4644144465414324,248326100.0,-98.87565342466182,-0.010414425563522952,1.0621990561937382,0.874587539928924,1.0105395562295896,1.0027197690959666,0.9981904677510899,0.9944489838889076,0.8543257629902187
2021-05-10,AAPL,126.8499984741211,42.168023532922184,0.04539231518037923,0.9316268398064647,1.4464934984675013,-111352249.89599743,2.7907137189592635,-7.870002746582031,53.461900828013796,-3.8578170934516964,160254900.0,-172.6879634659846,-0.013214543855622294,1.0911186565389217,0.8272329408695441,0.9849944477442584,0.9780444302694162,0.9743277918096327,0.9738561377278765,0.9603126718490324
2021-05-11,AAPL,125.91000366210938,40.22684786432588,-0.3007324345022937,0.6851382097978254,21.958074641031917,-11158319.952149779,2.9071426391601562,-8.479995727539062,51.43651527344534,-6.261169746521446,34112100.0,-207.0430871626076,-0.0175478932481625,1.1098280480558165,0.759704796771285,0.978441857624333,0.9722893963545143,0.9693486973570208,0.9720463587392683,1.294411375471951
2021-05-12,AAPL,122.7699966430664,34.511583479915956,-0.8109501951954883,0.38590423695203574,3.5087475443863743,-74519545.18981028,2.972857883998326,-10.810005187988281,50.67753309802179,-8.870252723691557,-78060200.0,-197.58080251175832,-0.019774067792370145,1.1256604227365432,0.7193653855812912,0.9555215122119636,0.9506199800957681,0.9488175601565714,0.9561252036471173,1.1227775754570946
2021-05-13,AAPL,124.97000122070312,40.852266975025,-1.0307731302752359,0.10255642196864298,18.353575414622895,-100844918.88978525,2.9871444702148438,-8.509994506835938,51.42163639124892,-7.009448777236098,27801100.0,-128.80953651429687,-0.019841264000768365,1.081778600271389,0.7204684029763014,0.9735295578876768,0.9692802610759979,0.9681297075223022,0.9776170203408703,1.0491820757395158
2021-05-14,AAPL,127.44999694824219,47.07324779104906,-0.9985925875910482,-0.11768105409929047,35.087681365341766,-54264275.5750392,3.0885729108537947,-4.010009765625,51.800045142898455,-4.589013923330698,109719100.0,-77.04600976746397,-0.017952540737091564,1.0171135494735297,0.7136908748674031,0.9930819000715503,0.9891005601815621,0.9882123230381642,0.9975135141675406,0.838167152150674
2021-05-17,AAPL,126.2699966430664,44.66603737726876,-1.0537542279945598,-0.3049009078061613,27.125470015773583,-35703366.95600128,3.1585726056780135,-6.269996643066406,46.77958697084947,-5.401557772888898,35474500.0,-86.89368590258098,-0.01997397595275528,1.0345996881300674,0.6804611658442038,0.9844008526667097,0.9809504101710529,0.9804871218393979,0.9902129133737209,0.7913605939895643
2021-05-18,AAPL,124.8499984741211,41.88990834124864,-1.1955664020250367,-0.4830379792393768,17.543840682670883,-95033610.38936833,3.1778580801827565,-3.0,48.50612241131186,-5.028151454558561,-27868400.0,-88.61636972109655,-0.019472168483572146,1.0242751520005076,0.6967855890400153,0.9741609461743443,0.9714066335738352,0.9715136129719858,0.9825039038414043,0.7138130314369451
2021-05-19,AAPL,124.69000244140625,41.57635262417878,-1.30545091713266,-0.6475235013378072,20.642985866910394,-23101600.25633523,2.99500002179827,-3.410003662109375,38.888684493149604,-5.922733697277076,-120480400.0,-104.8672182606204,-0.02419245860951017,1.1240163257760538,0.6475076007364832,0.9737453182875596,0.9716298105770365,0.9722636091608284,0.9843220813318723,1.0361091553060584
2021-05-20,AAPL,127.30999755859375,48.389105713080795,-1.1717201546098437,-0.7523643283304987,42.8087514652043,29700797.89251934,3.0335720607212613,-2.4300079345703125,46.04768295686302,-0.4223706859383723,-43623300.0,-49.71062446820208,-0.01409734833936457,0.9726865217710755,0.7275721087214542,0.9943854854891249,0.9924434353699321,0.9931925744925642,1.0041670373554714,0.8804165565367165
2021-05-21,AAPL,125.43000030517578,44.389174965583734,-1.20080868436888,-0.8420542236157438,34.415567258357235,-37089169.08123719,3.046429225376674,-4.780006408691406,39.87717900396312,-2.0843135605959717,-122918700.0,-55.15663342981963,-0.014959512392394255,0.9868699311047039,0.722156830265417,0.9803150357221461,0.9788778868843174,0.9799717967850341,0.9910996958482011,0.9224397544340405
2021-05-24,AAPL,127.0999984741211,48.46443548849631,-1.078911454616474,-0.889426102528881,53.82909468414626,-26994555.388762824,2.8085724966866628,0.25,47.67775368847799,-2.0348442325155207,-59825800.0,-33.0110869868951,-0.0046130316990946885,0.935401444345509,0.8440994358868188,0.9935681264124235,0.9923113575737396,0.9934948275787049,1.0035768679038466,0.7680135414446231
2021-05-25,AAPL,126.9000015258789,48.01067579525327,-0.9868086703152414,-0.9089027584119753,51.60937137476523,-57238572.858102314,2.765716007777623,0.9899978637695312,47.0994000986077,-2.5420513150436466,-131835300.0,-22.5577248242213,-0.004101667404857101,0.9008258144501667,0.8217971981302478,0.9922440582427413,0.9912053725689515,0.9924795259638237,1.0016641742273238,0.8949676882769808
2021-05-26,AAPL,126.8499984741211,47.889948643762544,-0.9073234274688247,-0.9085868903767786,51.05439820891174,-63654424.09453459,2.6478587559291293,4.0800018310546875,41.20375532493282,0.0,-188411200.0,-24.265776205487395,-0.0027654987461731948,0.9026163024029182,0.8392228024702182,0.9920943840262645,0.9912651911611822,0.9926249288351555,1.0010576678336207,0.7397526957407251
2021-05-27,AAPL,125.27999877929688,44.13711894864408,-0.9582536305747169,-0.9185202848729176,41.563807542328,-143494985.59943408,2.7035729544503346,0.30999755859375,33.86160571945635,-0.5003612616064834,-283036800.0,-46.24713581318709,-0.006925858026169358,0.9379122843865789,0.7450461371500307,0.9804002199623262,0.9800106077345795,0.9816556565516674,0.9905386767054211,1.190199756121129
2021-05-28,AAPL,124.61000061035156,42.60281462556796,-1.0399866998513971,-0.942813658760916,38.87969955053242,-207960498.55841845,2.5500008719308034,-2.839996337890625,34.39990651434964,1.498740749040391,-354347900.0,-79.66618726346755,-0.003549565045471632,0.9563021769198286,0.8084035294379126,0.9758664286337031,0.9759781051649292,0.9779770499514331,0.9876708206091821,0.9126251094066505
2021-06-01,AAPL,124.27999877929688,41.831488113551146,-1.1181585862088355,-0.9778827492177359,33.443102633457684,-242978547.48029,2.3592861720493863,-1.9899978637695312,36.208850910524845,-0.5521344600034627,-421985000.0,-93.14242984116028,0.0029050146923266054,0.8849530028926095,0.8816229102611988,0.9740362869309513,0.9746616423061203,0.9770222906865881,0.9875149730786956,0.8854395662178162
2021-06-02,AAPL,125.05999755859375,44.394101475623636,-1.1050740407380175,-1.0033210684344653,40.29293485399369,-201632868.67214766,2.182856968470982,0.20999908447265625,43.507568648323485,-1.8752447602011502,-362706100.0,-73.97376671965743,0.00454104506076921,0.8674739611939404,0.9342279231867704,0.9807084371513022,0.9816983762936817,0.9842802085581945,0.9947551608406506,0.8061148427432278
2021-06-03,AAPL,123.54000091552734,40.63702188875685,-1.2022623190431432,-1.0431093947754917,12.454202729251845,-241519941.95331725,2.079285212925502,-1.1500015258789062,34.55166970946455,-2.1620304111166453,-438935300.0,-110.03305819667767,0.0012409408953188235,0.9701137857243013,0.8742701162755651,0.969649881790219,0.9711929995538677,0.9741461574054109,0.9855121756332703,1.0303285804422404
2021-06-04,AAPL,125.88999938964844,47.96864150366475,-1.078931727229488,-1.0502738722458207,55.49441489881982,-183922924.70266744,2.057856968470982,-1.4199981689453125,34.04711020111844,0.8330003430019386,-363766000.0,-31.4485328339647,0.000507255014153261,1.0045124919760267,0.8625480114316464,0.9884266123804683,0.9901626416226094,0.9931692736388299,1.003546430450345,1.0133001184751351
2021-06-07,AAPL,125.9000015258789,47.9980798555712,-0.9692134845373062,-1.0340617748281442,55.67760398181244,-152924525.6120516,2.0014283316476003,0.470001220703125,41.13997851688114,0.9704058551456469,-292708400.0,2.0537454167398232,0.0027494492215712554,0.9832264936610942,0.9364742554191988,0.9888229880966949,0.9907081012420661,0.9937022192160792,1.003019968897562,0.9646463960815496
2021-06-08,AAPL,126.73999786376953,50.52949837038793,-0.8057212979864232,-0.9883936346686185,69.28558972430669,-192276068.31311938,2.026428767613002,-0.3600006103515625,47.965772402022225,-0.4477257919684426,-218304600.0,103.3738051048145,0.006962315271724436,0.8991892727012115,0.9887207601533193,0.9955467849191377,0.9974468343931039,1.0003096727819563,1.008080276075284,1.0083800106601837
2021-06-09,AAPL,127.12999725341797,51.70498606178571,-0.6375650530264494,-0.9182278632854741,75.0467711114133,-192738587.7860103,1.9671434674944197,0.2299957275390625,49.600229578224386,1.355335202189295,-161426700.0,92.26374987318772,0.009823045097576921,0.8467686172128396,1.069353778848466,0.9986484209608736,1.0004913435958316,1.0031582481845323,1.009301230382071,0.8014638416358207
2021-06-10,AAPL,126.11000061035156,48.46166738613312,-0.5793758572123409,-0.8504574195306506,55.909907459759665,-253168047.64929155,1.9114292689732142,-0.7399978637695312,42.064246553010946,-0.7789125693586104,-232613100.0,60.78154416258916,0.003528948145934098,0.9323618498480964,0.9813156880365663,0.9908892481450563,0.9928224748837828,0.9954381586634934,1.0010025865375958,1.0025688827237154
2021-06-11,AAPL,127.3499984741211,52.37293801683781,-0.42888143366488407,-0.7661421800170704,79.17436642499803,-206835519.40524274,1.8078580583844865,2.0699996948242188,48.78034075787004,0.3546075199616282,-179090700.0,70.1531158299471,0.0025113188963961333,0.9691822052827577,0.9822205957978365,1.0006151968864285,1.0024607818315494,1.0048718819524727,1.0090212753684662,0.7860493836772128
2021-06-14,AAPL,130.47999572753906,60.51799932144913,-0.05784771968001223,-0.6244832310403703,99.19031591476077,-113280122.661703,1.8764288766043526,5.8699951171875,50.62181302621704,2.8616454844960297,-82184200.0,212.321444670073,0.006957680542065317,0.8694334035574406,1.0114199848864245,1.0245139311466542,1.0257741582947193,1.0275224227173032,1.0280260818187246,1.329433212533531
2021-06-15,AAPL,129.63999938964844,57.66769470601859,0.16683730884868453,-0.4662190721984198,87.14851972558725,-150098343.38705894,1.820000239780971,5.3600006103515625,50.22269406487418,3.480204863373668,-144930500.0,198.96146559654923,0.007842964949728203,0.8779437766396234,1.0879122919171247,1.0174318098787807,1.0182420831908612,1.019472421552652,1.0177764864197134,0.8812440834946147
2021-06-16,AAPL,130.14999389648438,58.93237030793696,0.38143949625781204,-0.29668731491884853,90.46384936275894,-114204173.95747563,1.9242853437151228,5.089996337890625,48.38452693531083,4.445865708207529,-53115500.0,168.16825096711938,0.0077462606438886816,0.8392726415919893,1.0449151661574267,1.0208544220895674,1.0211695118478097,1.0218683773413242,1.0180846252551925,1.2301461131711144
2021-06-17,AAPL,131.7899932861328,62.78283688573093,0.6754400521941193,-0.10226180150524646,91.93196074508847,-68178477.04710758,1.9485718863351005,8.249992370605469,57.84081049214902,6.0428022051823405,43606200.0,212.86665082410326,0.011851263087252373,0.7895895705530052,1.1370966636788606,1.0328014688644849,1.0323727025329894,1.0323329179134195,1.025629058345561,1.2349838211326813
2021-06-18,AAPL,130.4600067138672,58.03099490237732,0.792421782755099,0.07667494479094578,77.81321601459142,-139383641.05287474,1.9699995858328683,4.57000732421875,55.56791882248604,4.317934799849486,-65347100.0,152.68231576720643,0.013147618476992851,0.7527198741896532,1.1660627419629235,1.0217809043386394,1.0208946985323408,1.02041208767053,1.0126999078549714,1.306017744422913
2021-06-21,AAPL,132.3000030517578,62.28404544713677,1.0212356915933185,0.2655871190198878,97.34607382042101,-65197228.54017894,2.0978567940848216,6.400001525878906,62.34157668895682,7.0908224634224135,14316200.0,143.56388579400388,0.013750326684808424,0.7218250075852352,1.1416415384103842,1.0352188167130205,1.033571902323247,1.0323904767117442,1.0223851008347482,0.9621489487260776
2021-06-22,AAPL,133.97999572753906,65.70163855918148,1.3223803177711773,0.4769457810288107,99.08670263280193,3506049.4828828573,2.1885719299316406,7.239997863769531,63.03049178776259,6.4262422568220625,89099800.0,167.8600962642722,0.018543582712037758,0.6752612705976797,1.2108354309598468,1.0470573375525176,1.0443991058467332,1.0423162755246458,1.0293003666709077,0.9180221587696363
2021-06-23,AAPL,133.6999969482422,64.65016508008691,1.520970417060397,0.6857507258269097,94.07822491028,-4780725.910131772,2.128572736467634,6.569999694824219,69.45842031134377,6.195389458164527,28885600.0,150.15632056878923,0.020795283077837852,0.6520135444711501,1.3087247961314386,1.0436679182661326,1.040151284703668,1.0373440411056079,1.022522479180106,0.7727655139355977
2021-06-24,AAPL,133.41000366210938,63.51639638476928,1.6361516437904697,0.8758309222310013,87.46181413203755,-34916397.97238025,2.063573019845145,7.3000030517578125,62.783037622975556,5.262747286384926,-39825400.0,126.04376711862609,0.01858506693568659,0.6860510532596821,1.2938730120081665,1.0403059668695505,1.0360516360474024,1.0326632955927524,1.016863463536479,0.8995293599165063
2021-06-25,AAPL,133.11000061035156,62.29920260621526,1.6838729282302722,1.0374393321447637,82.41380096568875,-66375486.839134514,2.034287588936942,5.760002136230469,56.138467881772236,4.703849198559483,-110609100.0,103.44826895584889,0.017257256431235903,0.7134835494010877,1.2594800765296146,1.036968639932125,1.0320900155302244,1.0282493951117577,1.0121179007372643,0.9381305469052554
2021-06-28,AAPL,134.77999877929688,66.18402198754158,1.834924720445855,1.1969364166850345,94.95165044088242,-34993113.783030175,2.0042871747698103,4.3000030517578125,55.78643687644902,6.874948954867937,-48497800.0,117.28184630492832,0.015531359863868827,0.7394870908074019,1.235922948065504,1.0486575296987193,1.0428396194193947,1.0382863354792962,1.0205947601595122,0.8481855336762975
2021-06-29,AAPL,136.3300018310547,69.34171162854935,2.055687357596497,1.3686866107942084,98.48337804904506,19909513.920236208,2.069286891392299,6.69000244140625,61.45196286454116,7.0514357789791635,16058300.0,131.93161451499063,0.01849226294752841,0.6803588367932016,1.2523300320924229,1.0591056321358392,1.0521351644206811,1.0467046716211053,1.0267987950404405,0.8993223901525932
2021-06-30,AAPL,136.9600067138672,70.54561996443016,2.2553503433137223,1.546019362193734,96.0212489670641,46200421.72991855,2.018573216029576,6.8100128173828125,67.83046806053156,4.966286939385956,79319700.0,137.8039376673918,0.020771646861060138,0.6553433521467305,1.3329787710800307,1.0623052068578835,1.054191579054176,1.0479242484004976,1.0261490335467904,0.899074891029077
2021-07-01,AAPL,137.27000427246094,71.14603296781962,2.4107427996809463,1.7189640535107618,98.64604123855868,94674750.17527872,2.0350020272391185,5.480010986328125,67.9189576417958,5.885532951816525,131805500.0,126.5314894293229,0.021096217823796663,0.6346088700661044,1.3208137120087193,1.063004059998522,1.0537971122779044,1.0467710966761756,1.023614304608956,0.7789143689337545
