Date,Stock,Open,High,Low,Close,Volume,SMA100,SMA20,RSI
2022-07-29,AAPL,161.24000549316406,163.6300048828125,159.5,162.50999450683594,101786900,,149.670499420166,70.53101246082824
2022-08-01,AAPL,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,67829400,,150.79949951171875,68.39102553047086
2022-08-02,AAPL,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,59907000,,151.72199935913085,65.19562433094022
2022-08-03,AAPL,160.83999633789062,166.58999633789062,160.75,166.1300048828125,82507500,,152.88249969482422,71.12369623028067
2022-08-04,AAPL,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,55474100,,153.85549926757812,70.44801659681082
2022-08-05,AAPL,163.2100067138672,165.85000610351562,163.0,165.35000610351562,56697000,,154.77099990844727,69.42700779180286
2022-08-08,AAPL,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,60276900,,155.77099990844727,68.31435720863931
2022-08-09,AAPL,164.02000427246094,165.82000732421875,163.25,164.9199981689453,63135500,,156.72399978637696,68.37122191260096
2022-08-10,AAPL,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,70170500,,157.91149978637696,72.8967948508493
2022-08-11,AAPL,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,57149200,,158.9125,70.99748601312633
2022-08-12,AAPL,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,68039400,,160.0090003967285,74.44841271467351
2022-08-15,AAPL,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,54091700,,161.31500015258788,75.400187792395
2022-08-16,AAPL,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,56377100,,162.41650009155273,74.95879159384265
2022-08-17,AAPL,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,79542000,,163.49200057983398,76.37377106240469
2022-08-18,AAPL,173.75,174.89999389648438,173.1199951171875,174.14999389648438,62290100,,164.43199996948243,75.16998550575578
2022-08-19,AAPL,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,70346300,,165.30350036621093,67.62308444766184
2022-08-22,AAPL,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,69026800,,166.03450088500978,58.176043830605
2022-08-23,AAPL,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,54147100,,166.81600036621094,57.43227414615952
2022-08-24,AAPL,167.32000732421875,168.11000061035156,166.25,167.52999877929688,53841500,,167.35300064086914,57.94318751733189
2022-08-25,AAPL,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,51218200,,167.98700027465821,62.03273413134054
2022-08-26,AAPL,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,78961000,,168.0425003051758,48.90249159815189
2022-08-29,AAPL,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,73314000,,168.0360008239746,45.294466852081136
2022-08-30,AAPL,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,77906200,,167.9810012817383,41.64571313832846
2022-08-31,AAPL,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,87991100,,167.5355010986328,39.312243905163314
2022-09-01,AAPL,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,74229900,,167.14300155639648,40.874453282116285
2022-09-02,AAPL,159.75,160.36000061035156,154.97000122070312,155.80999755859375,76957800,,166.6660011291504,37.827694430269034
2022-09-06,AAPL,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,73714800,,166.14900131225585,36.102351060106066
2022-09-07,AAPL,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,87449600,,165.70100173950195,39.42636530597598
2022-09-08,AAPL,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,84923800,,164.9620018005371,37.23808557223016
2022-09-09,AAPL,155.47000122070312,157.82000732421875,154.75,157.3699951171875,68028800,,164.40600128173827,43.759609698101976
2022-09-12,AAPL,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,104956000,,163.97250061035157,54.38860375283511
2022-09-13,AAPL,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,122656600,,163.00500030517577,41.138414915399544
2022-09-14,AAPL,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,87965400,,162.11900024414064,43.414070581848364
2022-09-15,AAPL,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,90481100,,161.0099998474121,40.076864608947176
2022-09-16,AAPL,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,162278800,,159.8375,38.276985963211416
2022-09-19,AAPL,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,81474200,,158.9854995727539,44.36730361509053
2022-09-20,AAPL,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,107689800,,158.45199890136718,47.91092661959689
2022-09-21,AAPL,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,101696800,,157.7764991760254,43.949370376272356
2022-09-22,AAPL,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,86652500,152.14160034179687,157.03699951171876,42.77552906029709
2022-09-23,AAPL,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,96029900,152.06630020141603,156.05699920654297,40.05948397349576
2022-09-26,AAPL,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,93339400,151.97920028686522,155.41449966430665,40.656762422799545
2022-09-27,AAPL,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,84442700,151.83660018920898,154.93349914550782,42.45475412012373
2022-09-28,AAPL,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,146691400,151.76730010986327,154.47999877929686,39.928078753107926
2022-09-29,AAPL,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,128138200,151.6193000793457,153.74299850463868,32.053020181720726
2022-09-30,AAPL,141.27999877929688,143.10000610351562,138.0,138.1999969482422,124925300,151.4807000732422,152.75499801635743,28.52918763370175
2022-10-03,AAPL,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,114311700,151.36010009765624,152.08699798583984,36.04770811288776
2022-10-04,AAPL,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,87830100,151.35610015869142,151.66549835205078,41.71826661666294
2022-10-05,AAPL,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,79471000,151.39450012207033,151.18749771118163,42.172105202277315
2022-10-06,AAPL,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,68402200,151.3777000427246,150.73599700927736,41.058764178474725
2022-10-07,AAPL,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,85925600,151.3232000732422,149.8719970703125,35.50214220728096
2022-10-10,AAPL,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000,151.235,148.72149734497071,36.077868811039444
2022-10-11,AAPL,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,77033700,151.2165998840332,147.97849731445314,34.62543032048424
2022-10-12,AAPL,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,70433700,151.22649978637696,147.12999725341797,33.970847991111434
2022-10-13,AAPL,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,113224000,151.28049987792969,146.6609977722168,42.4793279600259
2022-10-14,AAPL,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,88598000,151.2331999206543,146.0449981689453,37.34191262566399
2022-10-17,AAPL,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,85250900,151.25369995117188,145.44149856567384,43.746686009776106
2022-10-18,AAPL,145.49000549316406,146.6999969482422,140.61000061035156,143.75,99136600,151.28599990844725,144.78399887084962,45.73299085031505
2022-10-19,AAPL,141.69000244140625,144.9499969482422,141.5,143.86000061035156,61758300,151.28679992675782,144.29099884033204,45.901862314919974
2022-10-20,AAPL,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,64522000,151.22429992675782,143.82349853515626,45.25387760890613
2022-10-21,AAPL,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,86548600,151.20860000610352,143.66549911499024,51.35850715816794
2022-10-24,AAPL,147.19000244140625,150.22999572753906,146.0,149.4499969482422,75981900,151.21599990844726,143.5994987487793,54.432935982744084
2022-10-25,AAPL,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,74732300,151.2272998046875,143.62849884033204,58.20444415607838
2022-10-26,AAPL,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,88194300,151.26699981689453,143.60399932861327,53.290082631820496
2022-10-27,AAPL,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,109180200,151.25359985351562,143.71999969482422,46.812677785992804
2022-10-28,AAPL,148.1999969482422,157.5,147.82000732421875,155.74000549316406,164762400,151.3238998413086,144.5970001220703,59.54521512861149
2022-10-31,AAPL,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,97943200,151.37769973754882,145.14150009155273,56.35778334528808
2022-11-01,AAPL,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,80379300,151.45779968261718,145.36899948120117,52.93735329364893
2022-11-02,AAPL,148.9499969482422,152.1699981689453,145.0,145.02999877929688,93604600,151.53679962158202,145.3004997253418,46.57719289028114
2022-11-03,AAPL,142.05999755859375,142.8000030517578,138.75,138.8800048828125,97918500,151.60679962158204,144.97300033569337,40.80031962691598
2022-11-04,AAPL,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,140814800,151.6629997253418,144.88750076293945,40.36201867805754
2022-11-07,AAPL,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,83374600,151.69789978027345,144.81250076293946,41.0979583806595
2022-11-08,AAPL,140.41000366210938,141.42999267578125,137.49000549316406,139.5,89908500,151.7922998046875,144.8385009765625,41.92689256804207
2022-11-09,AAPL,138.5,138.5500030517578,134.58999633789062,134.8699951171875,74917800,151.82539978027344,144.66500091552734,37.401878943407084
2022-11-10,AAPL,141.24000549316406,146.8699951171875,139.5,146.8699951171875,118854000,151.93539978027343,144.8590003967285,51.89346121948875
2022-11-11,AAPL,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,93979700,152.0788996887207,145.425,54.56484727885311
2022-11-14,AAPL,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,73374100,152.17899963378906,145.71849975585937,52.97523507574866
2022-11-15,AAPL,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,89868300,152.2627995300293,146.03299942016602,54.73536793220759
2022-11-16,AAPL,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,64218300,152.33409942626952,146.27949905395508,53.21197621784337
2022-11-17,AAPL,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,80389400,152.4668994140625,146.6459991455078,55.28147321176588
2022-11-18,AAPL,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,74829600,152.58749938964843,146.8469985961914,55.90183496599176
2022-11-21,AAPL,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,58724100,152.70039932250975,146.7749984741211,51.476406690118935
2022-11-22,AAPL,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,51804100,152.81289932250976,146.66699829101563,54.067142201454764
2022-11-23,AAPL,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,58301400,152.90799942016602,146.75299835205078,55.125404064512466
2022-11-25,AAPL,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,35195900,152.9598994445801,146.91849822998046,50.92330321804998
2022-11-28,AAPL,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,69246000,152.93859939575196,146.3424980163574,45.96448071371594
2022-11-29,AAPL,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,83763800,152.87989944458008,145.73399810791017,42.4722517715352
2022-11-30,AAPL,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,111380900,152.91149948120116,145.60299835205078,51.413610871074205
2022-12-01,AAPL,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,71250400,152.9359994506836,145.76699829101562,51.74329684966138
2022-12-02,AAPL,145.9600067138672,148.0,145.64999389648438,147.80999755859375,65447400,152.9591993713379,146.2134979248047,51.07678487752988
2022-12-05,AAPL,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,68826400,152.940799407959,146.6259979248047,49.4576561449715
2022-12-06,AAPL,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,64727200,152.86819946289063,146.82549819946288,44.65205489570597
2022-12-07,AAPL,142.19000244140625,143.3699951171875,140.0,140.94000244140625,69721100,152.8068994140625,146.8974983215332,42.30760611209022
2022-12-08,AAPL,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,62128300,152.72339935302733,147.28649826049804,45.00671906119626
2022-12-09,AAPL,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,76097000,152.61459945678712,147.05099868774414,44.366198777737296
2022-12-12,AAPL,142.6999969482422,144.5,141.05999755859375,144.49000549316406,70462700,152.5059994506836,146.79049911499024,48.14537020060034
2022-12-13,AAPL,149.5,149.97000122070312,144.24000549316406,145.47000122070312,93886200,152.41979949951173,146.64999923706054,49.69324823492376
2022-12-14,AAPL,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,82291200,152.32239959716796,146.30849990844726,46.263549052689314
2022-12-15,AAPL,141.11000061035156,141.8000030517578,136.02999877929688,136.5,98931900,152.1713995361328,145.69400024414062,37.89988167136352
2022-12-16,AAPL,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,160156900,151.94859954833984,144.88349990844728,35.83101311723837
2022-12-19,AAPL,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,79592600,151.69879943847656,143.9375,33.70054044548689
2022-12-20,AAPL,131.38999938964844,133.25,129.88999938964844,132.3000030517578,77432800,151.39669952392578,143.1520004272461,33.63010925950983
2022-12-21,AAPL,132.97999572753906,136.80999755859375,132.75,135.4499969482422,85928000,151.13609954833984,142.41550064086914,39.7345020574424
2022-12-22,AAPL,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,77852100,150.85829956054687,141.47350006103517,36.08121705260685
2022-12-23,AAPL,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,63814900,150.51559951782227,140.66100006103517,35.67532702425832
2022-12-27,AAPL,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,69007800,150.1577995300293,139.95149993896484,33.65852837255751
2022-12-28,AAPL,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,85438400,149.76469947814942,139.19500007629395,29.714269110594444
2022-12-29,AAPL,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,75703700,149.41209953308106,138.27400016784668,36.845357367726486
2022-12-30,AAPL,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,77034200,149.0621994781494,137.35499992370606,37.45787276292438
2023-01-03,AAPL,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,112117500,148.62049942016603,136.21800003051757,32.329375192744024
2023-01-04,AAPL,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,89113600,148.1991993713379,135.20449981689453,34.87804477173468
2023-01-05,AAPL,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,80962700,147.7283992767334,134.30999946594238,33.467965867593115
2023-01-06,AAPL,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,87754700,147.29269920349122,133.74399909973144,42.118923255873604
2023-01-09,AAPL,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,70790800,146.86389915466307,133.11899909973144,43.03793479174351
2023-01-10,AAPL,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,63896200,146.4256990814209,132.54749870300293,44.08423854555898
2023-01-11,AAPL,131.25,133.50999450683594,130.4600067138672,133.49000549316406,69458900,146.0190991973877,131.99749870300292,48.89487410059604
2023-01-12,AAPL,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,71379600,145.63799919128417,131.39449882507324,48.76391347016769
2023-01-13,AAPL,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,57809700,145.30989906311035,130.97199821472168,51.14200541266845
2023-01-17,AAPL,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,63646600,144.99699913024904,130.943998336792,53.1872968421883
2023-01-18,AAPL,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,69672800,144.67379920959473,130.97899894714357,51.744181133698234
2023-01-19,AAPL,134.0800018310547,136.25,133.77000427246094,135.27000427246094,58280400,144.32619926452637,131.12399940490724,51.859792129065674
2023-01-20,AAPL,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,80223600,144.06869926452637,131.40249900817872,56.70096500655856
2023-01-23,AAPL,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,81760300,143.86599922180176,131.68549919128418,61.849685999877586
2023-01-24,AAPL,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,66435100,143.70219917297362,132.20049934387208,63.87704709010424
2023-01-25,AAPL,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,65799300,143.5485991668701,132.70049934387208,62.19755931096404
2023-01-26,AAPL,143.1699981689453,144.25,141.89999389648438,143.9600067138672,54105100,143.40859916687012,133.3969997406006,65.27901337985236
2023-01-27,AAPL,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,70555800,143.30979911804198,134.3914993286133,67.92073766631789
2023-01-30,AAPL,144.9600067138672,145.5500030517578,142.85000610351562,143.0,64015300,143.19449913024903,135.0609992980957,60.54263283714501
2023-01-31,AAPL,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,65874500,143.07779899597168,135.77899932861328,62.47533464956226
2023-02-01,AAPL,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,77663600,142.98749885559081,136.79699897766113,64.1466865554661
2023-02-02,AAPL,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,118339000,142.92199897766113,138.0199993133545,70.77465870298076
2023-02-03,AAPL,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154357300,142.83269905090333,139.49399948120117,74.27172409569569
2023-02-06,AAPL,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,69858300,142.8115990447998,140.59949951171876,67.70452717187993
2023-02-07,AAPL,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,83322600,142.8049990081787,141.82449951171876,70.65059448865581
2023-02-08,AAPL,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,64120100,142.8004990386963,142.88399963378907,64.70741130918411
2023-02-09,AAPL,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,56007100,142.80219902038573,143.75299911499025,62.52871801026722
2023-02-10,AAPL,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,57450700,142.7674990081787,144.63299865722655,62.70900579332806
2023-02-13,AAPL,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,62199000,142.73699913024902,145.58749923706054,66.25587055488866
2023-02-14,AAPL,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,61707600,142.73179908752442,146.45049896240235,64.73817328873668
2023-02-15,AAPL,153.11000061035156,155.5,152.8800048828125,155.3300018310547,65573800,142.7576990509033,147.4564987182617,67.37542430285896
2023-02-16,AAPL,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,68167900,142.79049919128417,148.37849884033204,63.48636207095003
2023-02-17,AAPL,152.35000610351562,153.0,150.85000610351562,152.5500030517578,59144100,142.80829917907715,149.11249923706055,60.78090361210019
2023-02-21,AAPL,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,58867200,142.77549919128418,149.48099899291992,52.35127894102066
2023-02-22,AAPL,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,51011300,142.76619926452636,149.79999923706055,53.09149522952605
2023-02-23,AAPL,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,48394200,142.83539924621581,150.1769989013672,53.969007834941735
2023-02-24,AAPL,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,55469600,142.92049934387208,150.3144989013672,48.59452606240561
2023-02-27,AAPL,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,44998500,142.9751993560791,150.41399917602538,50.96021424522364
2023-02-28,AAPL,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,50547000,142.98829933166505,150.63449935913087,49.917491695410625
